name	barcode	brand	category	mrp
product 1338	barcode1338	brand1338	category1338	1338
product 1339	barcode1339	brand1339	category1339	1339
product 1340	barcode1340	brand1340	category1340	1340
product 1341	barcode1341	brand1341	category1341	1341
product 1342	barcode1342	brand1342	category1342	1342
product 1343	barcode1343	brand1343	category1343	1343
product 1344	barcode1344	brand1344	category1344	1344
product 1345	barcode1345	brand1345	category1345	1345
product 1346	barcode1346	brand1346	category1346	1346
product 1347	barcode1347	brand1347	category1347	1347
product 1348	barcode1348	brand1348	category1348	1348
product 1349	barcode1349	brand1349	category1349	1349
product 1350	barcode1350	brand1350	category1350	1350
product 1351	barcode1351	brand1351	category1351	1351
product 1352	barcode1352	brand1352	category1352	1352
product 1353	barcode1353	brand1353	category1353	1353
product 1354	barcode1354	brand1354	category1354	1354
product 1355	barcode1355	brand1355	category1355	1355
product 1356	barcode1356	brand1356	category1356	1356
product 1357	barcode1357	brand1357	category1357	1357
product 1358	barcode1358	brand1358	category1358	1358
product 1359	barcode1359	brand1359	category1359	1359
product 1360	barcode1360	brand1360	category1360	1360
product 1361	barcode1361	brand1361	category1361	1361
product 1362	barcode1362	brand1362	category1362	1362
product 1363	barcode1363	brand1363	category1363	1363
product 1364	barcode1364	brand1364	category1364	1364
product 1365	barcode1365	brand1365	category1365	1365
product 1366	barcode1366	brand1366	category1366	1366
product 1367	barcode1367	brand1367	category1367	1367
product 1368	barcode1368	brand1368	category1368	1368
product 1369	barcode1369	brand1369	category1369	1369
product 1370	barcode1370	brand1370	category1370	1370
product 1371	barcode1371	brand1371	category1371	1371
product 1372	barcode1372	brand1372	category1372	1372
product 1373	barcode1373	brand1373	category1373	1373
product 1374	barcode1374	brand1374	category1374	1374
product 1375	barcode1375	brand1375	category1375	1375
product 1376	barcode1376	brand1376	category1376	1376
product 1377	barcode1377	brand1377	category1377	1377
product 1378	barcode1378	brand1378	category1378	1378
product 1379	barcode1379	brand1379	category1379	1379
product 1380	barcode1380	brand1380	category1380	1380
product 1381	barcode1381	brand1381	category1381	1381
product 1382	barcode1382	brand1382	category1382	1382
product 1383	barcode1383	brand1383	category1383	1383
product 1384	barcode1384	brand1384	category1384	1384
product 1385	barcode1385	brand1385	category1385	1385
product 1386	barcode1386	brand1386	category1386	1386
product 1387	barcode1387	brand1387	category1387	1387
product 1388	barcode1388	brand1388	category1388	1388
product 1389	barcode1389	brand1389	category1389	1389
product 1390	barcode1390	brand1390	category1390	1390
product 1391	barcode1391	brand1391	category1391	1391
product 1392	barcode1392	brand1392	category1392	1392
product 1393	barcode1393	brand1393	category1393	1393
product 1394	barcode1394	brand1394	category1394	1394
product 1395	barcode1395	brand1395	category1395	1395
product 1396	barcode1396	brand1396	category1396	1396
product 1397	barcode1397	brand1397	category1397	1397
product 1398	barcode1398	brand1398	category1398	1398
product 1399	barcode1399	brand1399	category1399	1399
product 1400	barcode1400	brand1400	category1400	1400
product 1401	barcode1401	brand1401	category1401	1401
product 1402	barcode1402	brand1402	category1402	1402
product 1403	barcode1403	brand1403	category1403	1403
product 1404	barcode1404	brand1404	category1404	1404
product 1405	barcode1405	brand1405	category1405	1405
product 1406	barcode1406	brand1406	category1406	1406
product 1407	barcode1407	brand1407	category1407	1407
product 1408	barcode1408	brand1408	category1408	1408
product 1409	barcode1409	brand1409	category1409	1409
product 1410	barcode1410	brand1410	category1410	1410
product 1411	barcode1411	brand1411	category1411	1411
product 1412	barcode1412	brand1412	category1412	1412
product 1413	barcode1413	brand1413	category1413	1413
product 1414	barcode1414	brand1414	category1414	1414
product 1415	barcode1415	brand1415	category1415	1415
product 1416	barcode1416	brand1416	category1416	1416
product 1417	barcode1417	brand1417	category1417	1417
product 1418	barcode1418	brand1418	category1418	1418
product 1419	barcode1419	brand1419	category1419	1419
product 1420	barcode1420	brand1420	category1420	1420
product 1421	barcode1421	brand1421	category1421	1421
product 1422	barcode1422	brand1422	category1422	1422
product 1423	barcode1423	brand1423	category1423	1423
product 1424	barcode1424	brand1424	category1424	1424
product 1425	barcode1425	brand1425	category1425	1425
product 1426	barcode1426	brand1426	category1426	1426
product 1427	barcode1427	brand1427	category1427	1427
product 1428	barcode1428	brand1428	category1428	1428
product 1429	barcode1429	brand1429	category1429	1429
product 1430	barcode1430	brand1430	category1430	1430
product 1431	barcode1431	brand1431	category1431	1431
product 1432	barcode1432	brand1432	category1432	1432
product 1433	barcode1433	brand1433	category1433	1433
product 1434	barcode1434	brand1434	category1434	1434
product 1435	barcode1435	brand1435	category1435	1435
product 1436	barcode1436	brand1436	category1436	1436
product 1437	barcode1437	brand1437	category1437	1437
product 1438	barcode1438	brand1438	category1438	1438
product 1439	barcode1439	brand1439	category1439	1439
product 1440	barcode1440	brand1440	category1440	1440
product 1441	barcode1441	brand1441	category1441	1441
product 1442	barcode1442	brand1442	category1442	1442
product 1443	barcode1443	brand1443	category1443	1443
product 1444	barcode1444	brand1444	category1444	1444
product 1445	barcode1445	brand1445	category1445	1445
product 1446	barcode1446	brand1446	category1446	1446
product 1447	barcode1447	brand1447	category1447	1447
product 1448	barcode1448	brand1448	category1448	1448
product 1449	barcode1449	brand1449	category1449	1449
product 1450	barcode1450	brand1450	category1450	1450
product 1451	barcode1451	brand1451	category1451	1451
product 1452	barcode1452	brand1452	category1452	1452
product 1453	barcode1453	brand1453	category1453	1453
product 1454	barcode1454	brand1454	category1454	1454
product 1455	barcode1455	brand1455	category1455	1455
product 1456	barcode1456	brand1456	category1456	1456
product 1457	barcode1457	brand1457	category1457	1457
product 1458	barcode1458	brand1458	category1458	1458
product 1459	barcode1459	brand1459	category1459	1459
product 1460	barcode1460	brand1460	category1460	1460
product 1461	barcode1461	brand1461	category1461	1461
product 1462	barcode1462	brand1462	category1462	1462
product 1463	barcode1463	brand1463	category1463	1463
product 1464	barcode1464	brand1464	category1464	1464
product 1465	barcode1465	brand1465	category1465	1465
product 1466	barcode1466	brand1466	category1466	1466
product 1467	barcode1467	brand1467	category1467	1467
product 1468	barcode1468	brand1468	category1468	1468
product 1469	barcode1469	brand1469	category1469	1469
product 1470	barcode1470	brand1470	category1470	1470
product 1471	barcode1471	brand1471	category1471	1471
product 1472	barcode1472	brand1472	category1472	1472
product 1473	barcode1473	brand1473	category1473	1473
product 1474	barcode1474	brand1474	category1474	1474
product 1475	barcode1475	brand1475	category1475	1475
product 1476	barcode1476	brand1476	category1476	1476
product 1477	barcode1477	brand1477	category1477	1477
product 1478	barcode1478	brand1478	category1478	1478
product 1479	barcode1479	brand1479	category1479	1479
product 1480	barcode1480	brand1480	category1480	1480
product 1481	barcode1481	brand1481	category1481	1481
product 1482	barcode1482	brand1482	category1482	1482
product 1483	barcode1483	brand1483	category1483	1483
product 1484	barcode1484	brand1484	category1484	1484
product 1485	barcode1485	brand1485	category1485	1485
product 1486	barcode1486	brand1486	category1486	1486
product 1487	barcode1487	brand1487	category1487	1487
product 1488	barcode1488	brand1488	category1488	1488
product 1489	barcode1489	brand1489	category1489	1489
product 1490	barcode1490	brand1490	category1490	1490
product 1491	barcode1491	brand1491	category1491	1491
product 1492	barcode1492	brand1492	category1492	1492
product 1493	barcode1493	brand1493	category1493	1493
product 1494	barcode1494	brand1494	category1494	1494
product 1495	barcode1495	brand1495	category1495	1495
product 1496	barcode1496	brand1496	category1496	1496
product 1497	barcode1497	brand1497	category1497	1497
product 1498	barcode1498	brand1498	category1498	1498
product 1499	barcode1499	brand1499	category1499	1499
product 1500	barcode1500	brand1500	category1500	1500
product 1501	barcode1501	brand1501	category1501	1501
product 1502	barcode1502	brand1502	category1502	1502
product 1503	barcode1503	brand1503	category1503	1503
product 1504	barcode1504	brand1504	category1504	1504
product 1505	barcode1505	brand1505	category1505	1505
product 1506	barcode1506	brand1506	category1506	1506
product 1507	barcode1507	brand1507	category1507	1507
product 1508	barcode1508	brand1508	category1508	1508
product 1509	barcode1509	brand1509	category1509	1509
product 1510	barcode1510	brand1510	category1510	1510
product 1511	barcode1511	brand1511	category1511	1511
product 1512	barcode1512	brand1512	category1512	1512
product 1513	barcode1513	brand1513	category1513	1513
product 1514	barcode1514	brand1514	category1514	1514
product 1515	barcode1515	brand1515	category1515	1515
product 1516	barcode1516	brand1516	category1516	1516
product 1517	barcode1517	brand1517	category1517	1517
product 1518	barcode1518	brand1518	category1518	1518
product 1519	barcode1519	brand1519	category1519	1519
product 1520	barcode1520	brand1520	category1520	1520
product 1521	barcode1521	brand1521	category1521	1521
product 1522	barcode1522	brand1522	category1522	1522
product 1523	barcode1523	brand1523	category1523	1523
product 1524	barcode1524	brand1524	category1524	1524
product 1525	barcode1525	brand1525	category1525	1525
product 1526	barcode1526	brand1526	category1526	1526
product 1527	barcode1527	brand1527	category1527	1527
product 1528	barcode1528	brand1528	category1528	1528
product 1529	barcode1529	brand1529	category1529	1529
product 1530	barcode1530	brand1530	category1530	1530
product 1531	barcode1531	brand1531	category1531	1531
product 1532	barcode1532	brand1532	category1532	1532
product 1533	barcode1533	brand1533	category1533	1533
product 1534	barcode1534	brand1534	category1534	1534
product 1535	barcode1535	brand1535	category1535	1535
product 1536	barcode1536	brand1536	category1536	1536
product 1537	barcode1537	brand1537	category1537	1537
product 1538	barcode1538	brand1538	category1538	1538
product 1539	barcode1539	brand1539	category1539	1539
product 1540	barcode1540	brand1540	category1540	1540
product 1541	barcode1541	brand1541	category1541	1541
product 1542	barcode1542	brand1542	category1542	1542
product 1543	barcode1543	brand1543	category1543	1543
product 1544	barcode1544	brand1544	category1544	1544
product 1545	barcode1545	brand1545	category1545	1545
product 1546	barcode1546	brand1546	category1546	1546
product 1547	barcode1547	brand1547	category1547	1547
product 1548	barcode1548	brand1548	category1548	1548
product 1549	barcode1549	brand1549	category1549	1549
product 1550	barcode1550	brand1550	category1550	1550
product 1551	barcode1551	brand1551	category1551	1551
product 1552	barcode1552	brand1552	category1552	1552
product 1553	barcode1553	brand1553	category1553	1553
product 1554	barcode1554	brand1554	category1554	1554
product 1555	barcode1555	brand1555	category1555	1555
product 1556	barcode1556	brand1556	category1556	1556
product 1557	barcode1557	brand1557	category1557	1557
product 1558	barcode1558	brand1558	category1558	1558
product 1559	barcode1559	brand1559	category1559	1559
product 1560	barcode1560	brand1560	category1560	1560
product 1561	barcode1561	brand1561	category1561	1561
product 1562	barcode1562	brand1562	category1562	1562
product 1563	barcode1563	brand1563	category1563	1563
product 1564	barcode1564	brand1564	category1564	1564
product 1565	barcode1565	brand1565	category1565	1565
product 1566	barcode1566	brand1566	category1566	1566
product 1567	barcode1567	brand1567	category1567	1567
product 1568	barcode1568	brand1568	category1568	1568
product 1569	barcode1569	brand1569	category1569	1569
product 1570	barcode1570	brand1570	category1570	1570
product 1571	barcode1571	brand1571	category1571	1571
product 1572	barcode1572	brand1572	category1572	1572
product 1573	barcode1573	brand1573	category1573	1573
product 1574	barcode1574	brand1574	category1574	1574
product 1575	barcode1575	brand1575	category1575	1575
product 1576	barcode1576	brand1576	category1576	1576
product 1577	barcode1577	brand1577	category1577	1577
product 1578	barcode1578	brand1578	category1578	1578
product 1579	barcode1579	brand1579	category1579	1579
product 1580	barcode1580	brand1580	category1580	1580
product 1581	barcode1581	brand1581	category1581	1581
product 1582	barcode1582	brand1582	category1582	1582
product 1583	barcode1583	brand1583	category1583	1583
product 1584	barcode1584	brand1584	category1584	1584
product 1585	barcode1585	brand1585	category1585	1585
product 1586	barcode1586	brand1586	category1586	1586
product 1587	barcode1587	brand1587	category1587	1587
product 1588	barcode1588	brand1588	category1588	1588
product 1589	barcode1589	brand1589	category1589	1589
product 1590	barcode1590	brand1590	category1590	1590
product 1591	barcode1591	brand1591	category1591	1591
product 1592	barcode1592	brand1592	category1592	1592
product 1593	barcode1593	brand1593	category1593	1593
product 1594	barcode1594	brand1594	category1594	1594
product 1595	barcode1595	brand1595	category1595	1595
product 1596	barcode1596	brand1596	category1596	1596
product 1597	barcode1597	brand1597	category1597	1597
product 1598	barcode1598	brand1598	category1598	1598
product 1599	barcode1599	brand1599	category1599	1599
product 1600	barcode1600	brand1600	category1600	1600
product 1601	barcode1601	brand1601	category1601	1601
product 1602	barcode1602	brand1602	category1602	1602
product 1603	barcode1603	brand1603	category1603	1603
product 1604	barcode1604	brand1604	category1604	1604
product 1605	barcode1605	brand1605	category1605	1605
product 1606	barcode1606	brand1606	category1606	1606
product 1607	barcode1607	brand1607	category1607	1607
product 1608	barcode1608	brand1608	category1608	1608
product 1609	barcode1609	brand1609	category1609	1609
product 1610	barcode1610	brand1610	category1610	1610
product 1611	barcode1611	brand1611	category1611	1611
product 1612	barcode1612	brand1612	category1612	1612
product 1613	barcode1613	brand1613	category1613	1613
product 1614	barcode1614	brand1614	category1614	1614
product 1615	barcode1615	brand1615	category1615	1615
product 1616	barcode1616	brand1616	category1616	1616
product 1617	barcode1617	brand1617	category1617	1617
product 1618	barcode1618	brand1618	category1618	1618
product 1619	barcode1619	brand1619	category1619	1619
product 1620	barcode1620	brand1620	category1620	1620
product 1621	barcode1621	brand1621	category1621	1621
product 1622	barcode1622	brand1622	category1622	1622
product 1623	barcode1623	brand1623	category1623	1623
product 1624	barcode1624	brand1624	category1624	1624
product 1625	barcode1625	brand1625	category1625	1625
product 1626	barcode1626	brand1626	category1626	1626
product 1627	barcode1627	brand1627	category1627	1627
product 1628	barcode1628	brand1628	category1628	1628
product 1629	barcode1629	brand1629	category1629	1629
product 1630	barcode1630	brand1630	category1630	1630
product 1631	barcode1631	brand1631	category1631	1631
product 1632	barcode1632	brand1632	category1632	1632
product 1633	barcode1633	brand1633	category1633	1633
product 1634	barcode1634	brand1634	category1634	1634
product 1635	barcode1635	brand1635	category1635	1635
product 1636	barcode1636	brand1636	category1636	1636
product 1637	barcode1637	brand1637	category1637	1637
product 1638	barcode1638	brand1638	category1638	1638
product 1639	barcode1639	brand1639	category1639	1639
product 1640	barcode1640	brand1640	category1640	1640
product 1641	barcode1641	brand1641	category1641	1641
product 1642	barcode1642	brand1642	category1642	1642
product 1643	barcode1643	brand1643	category1643	1643
product 1644	barcode1644	brand1644	category1644	1644
product 1645	barcode1645	brand1645	category1645	1645
product 1646	barcode1646	brand1646	category1646	1646
product 1647	barcode1647	brand1647	category1647	1647
product 1648	barcode1648	brand1648	category1648	1648
product 1649	barcode1649	brand1649	category1649	1649
product 1650	barcode1650	brand1650	category1650	1650
product 1651	barcode1651	brand1651	category1651	1651
product 1652	barcode1652	brand1652	category1652	1652
product 1653	barcode1653	brand1653	category1653	1653
product 1654	barcode1654	brand1654	category1654	1654
product 1655	barcode1655	brand1655	category1655	1655
product 1656	barcode1656	brand1656	category1656	1656
product 1657	barcode1657	brand1657	category1657	1657
product 1658	barcode1658	brand1658	category1658	1658
product 1659	barcode1659	brand1659	category1659	1659
product 1660	barcode1660	brand1660	category1660	1660
product 1661	barcode1661	brand1661	category1661	1661
product 1662	barcode1662	brand1662	category1662	1662
product 1663	barcode1663	brand1663	category1663	1663
product 1664	barcode1664	brand1664	category1664	1664
product 1665	barcode1665	brand1665	category1665	1665
product 1666	barcode1666	brand1666	category1666	1666
product 1667	barcode1667	brand1667	category1667	1667
product 1668	barcode1668	brand1668	category1668	1668
product 1669	barcode1669	brand1669	category1669	1669
product 1670	barcode1670	brand1670	category1670	1670
product 1671	barcode1671	brand1671	category1671	1671
product 1672	barcode1672	brand1672	category1672	1672
product 1673	barcode1673	brand1673	category1673	1673
product 1674	barcode1674	brand1674	category1674	1674
product 1675	barcode1675	brand1675	category1675	1675
product 1676	barcode1676	brand1676	category1676	1676
product 1677	barcode1677	brand1677	category1677	1677
product 1678	barcode1678	brand1678	category1678	1678
product 1679	barcode1679	brand1679	category1679	1679
product 1680	barcode1680	brand1680	category1680	1680
product 1681	barcode1681	brand1681	category1681	1681
product 1682	barcode1682	brand1682	category1682	1682
product 1683	barcode1683	brand1683	category1683	1683
product 1684	barcode1684	brand1684	category1684	1684
product 1685	barcode1685	brand1685	category1685	1685
product 1686	barcode1686	brand1686	category1686	1686
product 1687	barcode1687	brand1687	category1687	1687
product 1688	barcode1688	brand1688	category1688	1688
product 1689	barcode1689	brand1689	category1689	1689
product 1690	barcode1690	brand1690	category1690	1690
product 1691	barcode1691	brand1691	category1691	1691
product 1692	barcode1692	brand1692	category1692	1692
product 1693	barcode1693	brand1693	category1693	1693
product 1694	barcode1694	brand1694	category1694	1694
product 1695	barcode1695	brand1695	category1695	1695
product 1696	barcode1696	brand1696	category1696	1696
product 1697	barcode1697	brand1697	category1697	1697
product 1698	barcode1698	brand1698	category1698	1698
product 1699	barcode1699	brand1699	category1699	1699
product 1700	barcode1700	brand1700	category1700	1700
product 1701	barcode1701	brand1701	category1701	1701
product 1702	barcode1702	brand1702	category1702	1702
product 1703	barcode1703	brand1703	category1703	1703
product 1704	barcode1704	brand1704	category1704	1704
product 1705	barcode1705	brand1705	category1705	1705
product 1706	barcode1706	brand1706	category1706	1706
product 1707	barcode1707	brand1707	category1707	1707
product 1708	barcode1708	brand1708	category1708	1708
product 1709	barcode1709	brand1709	category1709	1709
product 1710	barcode1710	brand1710	category1710	1710
product 1711	barcode1711	brand1711	category1711	1711
product 1712	barcode1712	brand1712	category1712	1712
product 1713	barcode1713	brand1713	category1713	1713
product 1714	barcode1714	brand1714	category1714	1714
product 1715	barcode1715	brand1715	category1715	1715
product 1716	barcode1716	brand1716	category1716	1716
product 1717	barcode1717	brand1717	category1717	1717
product 1718	barcode1718	brand1718	category1718	1718
product 1719	barcode1719	brand1719	category1719	1719
product 1720	barcode1720	brand1720	category1720	1720
product 1721	barcode1721	brand1721	category1721	1721
product 1722	barcode1722	brand1722	category1722	1722
product 1723	barcode1723	brand1723	category1723	1723
product 1724	barcode1724	brand1724	category1724	1724
product 1725	barcode1725	brand1725	category1725	1725
product 1726	barcode1726	brand1726	category1726	1726
product 1727	barcode1727	brand1727	category1727	1727
product 1728	barcode1728	brand1728	category1728	1728
product 1729	barcode1729	brand1729	category1729	1729
product 1730	barcode1730	brand1730	category1730	1730
product 1731	barcode1731	brand1731	category1731	1731
product 1732	barcode1732	brand1732	category1732	1732
product 1733	barcode1733	brand1733	category1733	1733
product 1734	barcode1734	brand1734	category1734	1734
product 1735	barcode1735	brand1735	category1735	1735
product 1736	barcode1736	brand1736	category1736	1736
product 1737	barcode1737	brand1737	category1737	1737
product 1738	barcode1738	brand1738	category1738	1738
product 1739	barcode1739	brand1739	category1739	1739
product 1740	barcode1740	brand1740	category1740	1740
product 1741	barcode1741	brand1741	category1741	1741
product 1742	barcode1742	brand1742	category1742	1742
product 1743	barcode1743	brand1743	category1743	1743
product 1744	barcode1744	brand1744	category1744	1744
product 1745	barcode1745	brand1745	category1745	1745
product 1746	barcode1746	brand1746	category1746	1746
product 1747	barcode1747	brand1747	category1747	1747
product 1748	barcode1748	brand1748	category1748	1748
product 1749	barcode1749	brand1749	category1749	1749
product 1750	barcode1750	brand1750	category1750	1750
product 1751	barcode1751	brand1751	category1751	1751
product 1752	barcode1752	brand1752	category1752	1752
product 1753	barcode1753	brand1753	category1753	1753
product 1754	barcode1754	brand1754	category1754	1754
product 1755	barcode1755	brand1755	category1755	1755
product 1756	barcode1756	brand1756	category1756	1756
product 1757	barcode1757	brand1757	category1757	1757
product 1758	barcode1758	brand1758	category1758	1758
product 1759	barcode1759	brand1759	category1759	1759
product 1760	barcode1760	brand1760	category1760	1760
product 1761	barcode1761	brand1761	category1761	1761
product 1762	barcode1762	brand1762	category1762	1762
product 1763	barcode1763	brand1763	category1763	1763
product 1764	barcode1764	brand1764	category1764	1764
product 1765	barcode1765	brand1765	category1765	1765
product 1766	barcode1766	brand1766	category1766	1766
product 1767	barcode1767	brand1767	category1767	1767
product 1768	barcode1768	brand1768	category1768	1768
product 1769	barcode1769	brand1769	category1769	1769
product 1770	barcode1770	brand1770	category1770	1770
product 1771	barcode1771	brand1771	category1771	1771
product 1772	barcode1772	brand1772	category1772	1772
product 1773	barcode1773	brand1773	category1773	1773
product 1774	barcode1774	brand1774	category1774	1774
product 1775	barcode1775	brand1775	category1775	1775
product 1776	barcode1776	brand1776	category1776	1776
product 1777	barcode1777	brand1777	category1777	1777
product 1778	barcode1778	brand1778	category1778	1778
product 1779	barcode1779	brand1779	category1779	1779
product 1780	barcode1780	brand1780	category1780	1780
product 1781	barcode1781	brand1781	category1781	1781
product 1782	barcode1782	brand1782	category1782	1782
product 1783	barcode1783	brand1783	category1783	1783
product 1784	barcode1784	brand1784	category1784	1784
product 1785	barcode1785	brand1785	category1785	1785
product 1786	barcode1786	brand1786	category1786	1786
product 1787	barcode1787	brand1787	category1787	1787
product 1788	barcode1788	brand1788	category1788	1788
product 1789	barcode1789	brand1789	category1789	1789
product 1790	barcode1790	brand1790	category1790	1790
product 1791	barcode1791	brand1791	category1791	1791
product 1792	barcode1792	brand1792	category1792	1792
product 1793	barcode1793	brand1793	category1793	1793
product 1794	barcode1794	brand1794	category1794	1794
product 1795	barcode1795	brand1795	category1795	1795
product 1796	barcode1796	brand1796	category1796	1796
product 1797	barcode1797	brand1797	category1797	1797
product 1798	barcode1798	brand1798	category1798	1798
product 1799	barcode1799	brand1799	category1799	1799
product 1800	barcode1800	brand1800	category1800	1800
product 1801	barcode1801	brand1801	category1801	1801
product 1802	barcode1802	brand1802	category1802	1802
product 1803	barcode1803	brand1803	category1803	1803
product 1804	barcode1804	brand1804	category1804	1804
product 1805	barcode1805	brand1805	category1805	1805
product 1806	barcode1806	brand1806	category1806	1806
product 1807	barcode1807	brand1807	category1807	1807
product 1808	barcode1808	brand1808	category1808	1808
product 1809	barcode1809	brand1809	category1809	1809
product 1810	barcode1810	brand1810	category1810	1810
product 1811	barcode1811	brand1811	category1811	1811
product 1812	barcode1812	brand1812	category1812	1812
product 1813	barcode1813	brand1813	category1813	1813
product 1814	barcode1814	brand1814	category1814	1814
product 1815	barcode1815	brand1815	category1815	1815
product 1816	barcode1816	brand1816	category1816	1816
product 1817	barcode1817	brand1817	category1817	1817
product 1818	barcode1818	brand1818	category1818	1818
product 1819	barcode1819	brand1819	category1819	1819
product 1820	barcode1820	brand1820	category1820	1820
product 1821	barcode1821	brand1821	category1821	1821
product 1822	barcode1822	brand1822	category1822	1822
product 1823	barcode1823	brand1823	category1823	1823
product 1824	barcode1824	brand1824	category1824	1824
product 1825	barcode1825	brand1825	category1825	1825
product 1826	barcode1826	brand1826	category1826	1826
product 1827	barcode1827	brand1827	category1827	1827
product 1828	barcode1828	brand1828	category1828	1828
product 1829	barcode1829	brand1829	category1829	1829
product 1830	barcode1830	brand1830	category1830	1830
product 1831	barcode1831	brand1831	category1831	1831
product 1832	barcode1832	brand1832	category1832	1832
product 1833	barcode1833	brand1833	category1833	1833
product 1834	barcode1834	brand1834	category1834	1834
product 1835	barcode1835	brand1835	category1835	1835
product 1836	barcode1836	brand1836	category1836	1836
product 1837	barcode1837	brand1837	category1837	1837
product 1838	barcode1838	brand1838	category1838	1838
product 1839	barcode1839	brand1839	category1839	1839
product 1840	barcode1840	brand1840	category1840	1840
product 1841	barcode1841	brand1841	category1841	1841
product 1842	barcode1842	brand1842	category1842	1842
product 1843	barcode1843	brand1843	category1843	1843
product 1844	barcode1844	brand1844	category1844	1844
product 1845	barcode1845	brand1845	category1845	1845
product 1846	barcode1846	brand1846	category1846	1846
product 1847	barcode1847	brand1847	category1847	1847
product 1848	barcode1848	brand1848	category1848	1848
product 1849	barcode1849	brand1849	category1849	1849
product 1850	barcode1850	brand1850	category1850	1850
product 1851	barcode1851	brand1851	category1851	1851
product 1852	barcode1852	brand1852	category1852	1852
product 1853	barcode1853	brand1853	category1853	1853
product 1854	barcode1854	brand1854	category1854	1854
product 1855	barcode1855	brand1855	category1855	1855
product 1856	barcode1856	brand1856	category1856	1856
product 1857	barcode1857	brand1857	category1857	1857
product 1858	barcode1858	brand1858	category1858	1858
product 1859	barcode1859	brand1859	category1859	1859
product 1860	barcode1860	brand1860	category1860	1860
product 1861	barcode1861	brand1861	category1861	1861
product 1862	barcode1862	brand1862	category1862	1862
product 1863	barcode1863	brand1863	category1863	1863
product 1864	barcode1864	brand1864	category1864	1864
product 1865	barcode1865	brand1865	category1865	1865
product 1866	barcode1866	brand1866	category1866	1866
product 1867	barcode1867	brand1867	category1867	1867
product 1868	barcode1868	brand1868	category1868	1868
product 1869	barcode1869	brand1869	category1869	1869
product 1870	barcode1870	brand1870	category1870	1870
product 1871	barcode1871	brand1871	category1871	1871
product 1872	barcode1872	brand1872	category1872	1872
product 1873	barcode1873	brand1873	category1873	1873
product 1874	barcode1874	brand1874	category1874	1874
product 1875	barcode1875	brand1875	category1875	1875
product 1876	barcode1876	brand1876	category1876	1876
product 1877	barcode1877	brand1877	category1877	1877
product 1878	barcode1878	brand1878	category1878	1878
product 1879	barcode1879	brand1879	category1879	1879
product 1880	barcode1880	brand1880	category1880	1880
product 1881	barcode1881	brand1881	category1881	1881
product 1882	barcode1882	brand1882	category1882	1882
product 1883	barcode1883	brand1883	category1883	1883
product 1884	barcode1884	brand1884	category1884	1884
product 1885	barcode1885	brand1885	category1885	1885
product 1886	barcode1886	brand1886	category1886	1886
product 1887	barcode1887	brand1887	category1887	1887
product 1888	barcode1888	brand1888	category1888	1888
product 1889	barcode1889	brand1889	category1889	1889
product 1890	barcode1890	brand1890	category1890	1890
product 1891	barcode1891	brand1891	category1891	1891
product 1892	barcode1892	brand1892	category1892	1892
product 1893	barcode1893	brand1893	category1893	1893
product 1894	barcode1894	brand1894	category1894	1894
product 1895	barcode1895	brand1895	category1895	1895
product 1896	barcode1896	brand1896	category1896	1896
product 1897	barcode1897	brand1897	category1897	1897
product 1898	barcode1898	brand1898	category1898	1898
product 1899	barcode1899	brand1899	category1899	1899
product 1900	barcode1900	brand1900	category1900	1900
product 1901	barcode1901	brand1901	category1901	1901
product 1902	barcode1902	brand1902	category1902	1902
product 1903	barcode1903	brand1903	category1903	1903
product 1904	barcode1904	brand1904	category1904	1904
product 1905	barcode1905	brand1905	category1905	1905
product 1906	barcode1906	brand1906	category1906	1906
product 1907	barcode1907	brand1907	category1907	1907
product 1908	barcode1908	brand1908	category1908	1908
product 1909	barcode1909	brand1909	category1909	1909
product 1910	barcode1910	brand1910	category1910	1910
product 1911	barcode1911	brand1911	category1911	1911
product 1912	barcode1912	brand1912	category1912	1912
product 1913	barcode1913	brand1913	category1913	1913
product 1914	barcode1914	brand1914	category1914	1914
product 1915	barcode1915	brand1915	category1915	1915
product 1916	barcode1916	brand1916	category1916	1916
product 1917	barcode1917	brand1917	category1917	1917
product 1918	barcode1918	brand1918	category1918	1918
product 1919	barcode1919	brand1919	category1919	1919
product 1920	barcode1920	brand1920	category1920	1920
product 1921	barcode1921	brand1921	category1921	1921
product 1922	barcode1922	brand1922	category1922	1922
product 1923	barcode1923	brand1923	category1923	1923
product 1924	barcode1924	brand1924	category1924	1924
product 1925	barcode1925	brand1925	category1925	1925
product 1926	barcode1926	brand1926	category1926	1926
product 1927	barcode1927	brand1927	category1927	1927
product 1928	barcode1928	brand1928	category1928	1928
product 1929	barcode1929	brand1929	category1929	1929
product 1930	barcode1930	brand1930	category1930	1930
product 1931	barcode1931	brand1931	category1931	1931
product 1932	barcode1932	brand1932	category1932	1932
product 1933	barcode1933	brand1933	category1933	1933
product 1934	barcode1934	brand1934	category1934	1934
product 1935	barcode1935	brand1935	category1935	1935
product 1936	barcode1936	brand1936	category1936	1936
product 1937	barcode1937	brand1937	category1937	1937
product 1938	barcode1938	brand1938	category1938	1938
product 1939	barcode1939	brand1939	category1939	1939
product 1940	barcode1940	brand1940	category1940	1940
product 1941	barcode1941	brand1941	category1941	1941
product 1942	barcode1942	brand1942	category1942	1942
product 1943	barcode1943	brand1943	category1943	1943
product 1944	barcode1944	brand1944	category1944	1944
product 1945	barcode1945	brand1945	category1945	1945
